"2016-12-22 08:47:15""2016-12-22 08:48:38""2016-12-22 08:48:43""2016-12-22 08:48:45""2016-12-22 08:48:45""2016-12-22 08:48:45""2016-12-22 08:48:45""2016-12-22 08:48:46""2017-01-05 10:30:44\/index\/login\n""2017-01-05 10:30:44\/Storage\/PicVerificationCode\n"2017-01-05 10:31:29"\/index\/login"
2017-01-05 10:31:29"\/Storage\/PicVerificationCode"
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:14:16] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:14:16] account
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:14:25] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:15:11] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:15:11] where  account = admin and  1=1 
[2017-01-22 10:15:11] select * from User where  account = admin and  1=1  
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:15:50] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:15:50] select * from User where  account = 'admin' and  1=1  
core\Route
core\Log
core\Config
[2017-01-22 10:16:17] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:16:17] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

core\Route
core\Log
core\Config
[2017-01-22 10:39:10] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:39:19] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:39:41] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:39:41] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
[2017-01-22 10:40:04] /index/signin
[2017-01-22 10:40:04] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:41:54] /index/signin
[2017-01-22 10:41:54] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:42:08] /index/signin
[2017-01-22 10:42:08] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:42:26] /index/signin
[2017-01-22 10:42:26] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:42:59] /index/signin
[2017-01-22 10:42:59] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:43:56] /index/signin
[2017-01-22 10:44:26] /index/signin
[2017-01-22 10:44:26] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:45:21] /index/signin
[2017-01-22 10:45:21] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:45:21] dfds
[2017-01-22 10:45:44] /index/signin
[2017-01-22 10:45:44] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:45:44] 
[2017-01-22 10:46:12] /index/signin
[2017-01-22 10:46:12] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:46:12] Array
(
    [retData] => 登录成功!
)

[2017-01-22 10:46:32] /index/signin
[2017-01-22 10:46:32] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:46:40] /index/login
[2017-01-22 10:46:40] /index/verifyCode
[2017-01-22 10:46:47] /index/signin
[2017-01-22 10:46:47] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:47:05] /index/login
[2017-01-22 10:47:05] /index/verifyCode
[2017-01-22 10:47:16] /index/signin
[2017-01-22 10:47:16] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:47:29] /index/login
[2017-01-22 10:47:29] /index/verifyCode
[2017-01-22 10:47:40] /index/signin
[2017-01-22 10:47:40] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:48:23] /index/signin
[2017-01-22 10:48:23] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-22 10:48:23] {"retData":"\u767b\u5f55\u6210\u529f!"}
[2017-01-22 10:48:45] /index/login
[2017-01-22 10:48:45] /index/verifyCode
[2017-01-22 10:48:56] /index/signin
[2017-01-22 10:48:56] model\User Object
(
    [account] => admin
    [password] => admin
    [status] => 0
    [nickname] => kunsama
    [telphone] => 18888888888
    [email] => kunsama@163.com
    [headImg] => 
    [tokens] => 
    [id:protected] => 1
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 0
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

    [headimg] => 
    [createtime] => 2017-01-06 00:38:02
    [updatetime] => 2017-01-06 00:38:02
)

[2017-01-23 03:02:50] /index/login
[2017-01-23 03:02:50] /index/verifyCode
[2017-01-23 03:02:50] /favicon.ico
[2017-01-23 03:02:50] /favicon.ico
[2017-01-23 03:09:12] /index/logi
[2017-01-23 03:11:05] /index/logi
[2017-01-23 03:11:07] /index/logi
[2017-01-23 03:11:08] /index/logi
[2017-01-23 03:11:59] /index/logi
[2017-01-23 03:12:00] /index/logi
[2017-01-23 03:12:03] /index/lo
[2017-01-23 03:12:57] /index/lo
[2017-01-23 03:13:33] /index/login
[2017-01-23 03:13:33] /index/verifyCode
[2017-01-23 03:24:57] /index/login
[2017-01-23 03:24:57] /index/verifyCode
[2017-01-23 03:25:10] /index/signin
[2017-01-23 03:25:10] /index/index
[2017-01-23 03:25:13] /index/index
[2017-01-23 03:25:14] /index/index
[2017-01-23 03:28:32] /index/index
[2017-01-23 03:30:28] /index/index
[2017-01-23 03:31:00] /index/index
[2017-01-23 03:31:35] /index/index
[2017-01-23 03:34:39] /index/index
[2017-01-23 03:38:45] /index/index
[2017-01-23 03:39:20] /index/index
[2017-01-23 03:39:55] /index/index
[2017-01-23 03:40:22] /index/index
[2017-01-23 03:40:51] /index/index
[2017-01-23 05:42:02] /index/verifyCode
[2017-01-23 06:01:50] /index/login
[2017-01-23 06:01:50] /index/verifyCode
[2017-01-23 06:02:03] /index/signin
[2017-01-23 06:02:03] /index/index
[2017-01-23 06:03:17] /index/index
[2017-01-23 06:03:30] /index/index
[2017-01-23 06:03:56] /index/index
[2017-01-23 06:06:23] /index/index
[2017-01-23 06:07:34] /index/index
[2017-01-23 06:07:50] /index/index
[2017-01-23 06:08:24] /index/index
[2017-01-23 06:08:26] /index/index
[2017-01-23 06:08:47] /index/index
[2017-01-23 06:09:01] /index/index
[2017-01-23 06:09:40] /index/index
[2017-01-23 06:10:03] /index/index
[2017-01-23 06:10:56] /index/index
[2017-01-23 06:11:28] /index/index
[2017-01-23 06:11:38] /index/index
[2017-01-23 06:11:55] /index/index
[2017-01-23 06:12:21] /index/index
[2017-01-23 06:13:40] /index/index
[2017-01-23 06:13:41] /index/index
[2017-01-23 06:13:41] /index/index
[2017-01-23 06:17:25] /index/index
[2017-01-23 06:17:45] /index/index
[2017-01-23 06:18:08] /index/index
[2017-01-23 06:18:50] /index/index
[2017-01-23 06:18:51] /index/index
[2017-01-23 06:19:35] /index/index
[2017-01-23 06:19:48] /index/index
